Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerPSO,13,0.01,1547
DatacenterBrokerPSO,14,0.01,1547
DatacenterBrokerPSO,15,0.01,1547
DatacenterBrokerPSO,16,0.01,1547
DatacenterBrokerPSO,17,0.01,1547
DatacenterBrokerPSO,18,0.01,1547
DatacenterBrokerPSO,19,0.01,1547
DatacenterBrokerPSO,20,0.01,1547
DatacenterBrokerPSO,21,0.01,1547
DatacenterBrokerPSO,22,0.01,1547
DatacenterBrokerPSO,23,0.01,1547
DatacenterBrokerPSO,24,0.02,1547
DatacenterBrokerPSO,25,0.01,1547
DatacenterBrokerPSO,26,0.01,1547
DatacenterBrokerPSO,27,0.02,1547
DatacenterBrokerPSO,28,0.01,1547
DatacenterBrokerPSO,29,0.02,1547
DatacenterBrokerPSO,30,0.01,1547
DatacenterBrokerPSO,31,0.01,1547
DatacenterBrokerPSO,32,0.01,1547
DatacenterBrokerPSO,33,0,1547
DatacenterBrokerPSO,34,0.01,1547
DatacenterBrokerPSO,35,0.01,1547
DatacenterBrokerPSO,36,0.01,1547
DatacenterBrokerPSO,37,0,1547
DatacenterBrokerPSO,38,0.01,1547
DatacenterBrokerPSO,39,0.01,1547
DatacenterBrokerPSO,40,0.01,1547
DatacenterBrokerPSO,41,0.01,1547
DatacenterBrokerPSO,42,0.01,1547
DatacenterBrokerPSO,43,0.01,1547
DatacenterBrokerPSO,44,0.01,1547
DatacenterBrokerPSO,45,0.02,1547
DatacenterBrokerPSO,46,0.02,1547
DatacenterBrokerPSO,47,0.01,1547
DatacenterBrokerPSO,48,0.01,1547
DatacenterBrokerPSO,49,0.01,1547
DatacenterBrokerPSO,50,0,1547
DatacenterBrokerPSO,51,0.02,1547
DatacenterBrokerPSO,52,0.02,1547
DatacenterBrokerPSO,53,0.01,1547
DatacenterBrokerPSO,54,0.01,1547
DatacenterBrokerPSO,55,0,1547
DatacenterBrokerPSO,56,0.01,1547
DatacenterBrokerPSO,57,0.01,1547
DatacenterBrokerPSO,58,0.01,1547
DatacenterBrokerPSO,59,0.01,1547
DatacenterBrokerPSO,60,0.01,1547
DatacenterBrokerPSO,61,0.01,1547
DatacenterBrokerPSO,62,0.01,1547
DatacenterBrokerPSO,63,0.15,1547
DatacenterBrokerHeuristic,0,0.01,2278
DatacenterBrokerHeuristic,1,0.02,2278
DatacenterBrokerHeuristic,2,0.02,2278
DatacenterBrokerHeuristic,3,0.02,2278
DatacenterBrokerHeuristic,4,0.02,2278
DatacenterBrokerHeuristic,5,0.01,2278
DatacenterBrokerHeuristic,6,0.02,2278
DatacenterBrokerHeuristic,7,0.02,2278
DatacenterBrokerHeuristic,8,0.02,2278
DatacenterBrokerHeuristic,9,0.02,2278
DatacenterBrokerHeuristic,10,0.02,2278
DatacenterBrokerHeuristic,11,0.02,2278
DatacenterBrokerHeuristic,12,0.01,2278
DatacenterBrokerHeuristic,13,0.01,2278
DatacenterBrokerHeuristic,14,0.01,2278
DatacenterBrokerHeuristic,15,0.03,2278
DatacenterBrokerHeuristic,16,0.02,2278
DatacenterBrokerHeuristic,17,0.01,2278
DatacenterBrokerHeuristic,18,0.01,2278
DatacenterBrokerHeuristic,19,0.02,2278
DatacenterBrokerHeuristic,20,0.01,2278
DatacenterBrokerHeuristic,21,0.01,2278
DatacenterBrokerHeuristic,22,0.01,2278
DatacenterBrokerHeuristic,23,0.02,2278
DatacenterBrokerHeuristic,24,0.01,2278
DatacenterBrokerHeuristic,25,0.01,2278
DatacenterBrokerHeuristic,26,0.02,2278
DatacenterBrokerHeuristic,27,0.02,2278
DatacenterBrokerHeuristic,28,0.01,2278
DatacenterBrokerHeuristic,29,0.02,2278
DatacenterBrokerHeuristic,30,0.03,2278
DatacenterBrokerHeuristic,31,0.02,2278
DatacenterBrokerHeuristic,32,0.01,2278
DatacenterBrokerHeuristic,33,0.01,2278
DatacenterBrokerHeuristic,34,0.03,2278
DatacenterBrokerHeuristic,35,0.01,2278
DatacenterBrokerHeuristic,36,0.02,2278
DatacenterBrokerHeuristic,37,0.01,2278
DatacenterBrokerHeuristic,38,0.02,2278
DatacenterBrokerHeuristic,39,0.01,2278
DatacenterBrokerHeuristic,40,0.01,2278
DatacenterBrokerHeuristic,41,0.02,2278
DatacenterBrokerHeuristic,42,0.01,2278
DatacenterBrokerHeuristic,43,0.03,2278
DatacenterBrokerHeuristic,44,0.01,2278
DatacenterBrokerHeuristic,45,0.01,2278
DatacenterBrokerHeuristic,46,0.02,2278
DatacenterBrokerHeuristic,47,0.02,2278
DatacenterBrokerHeuristic,48,0.01,2278
DatacenterBrokerHeuristic,49,0.02,2278
DatacenterBrokerHeuristic,50,0.02,2278
DatacenterBrokerHeuristic,51,0.01,2278
DatacenterBrokerHeuristic,52,0.02,2278
DatacenterBrokerHeuristic,53,0.01,2278
DatacenterBrokerHeuristic,54,0.02,2278
DatacenterBrokerHeuristic,55,0.02,2278
DatacenterBrokerHeuristic,56,0.01,2278
DatacenterBrokerHeuristic,57,0.01,2278
DatacenterBrokerHeuristic,58,0.02,2278
DatacenterBrokerHeuristic,59,0.02,2278
DatacenterBrokerHeuristic,60,0.01,2278
DatacenterBrokerHeuristic,61,0.01,2278
DatacenterBrokerHeuristic,62,0.02,2278
DatacenterBrokerHeuristic,63,0.01,2278
